0	0	
0.101393	-4.06534e-07	
0.202787	5.54004e-05	
0.30418	0.00158462	
0.405573	0.00189514	
0.506966	-0.00229391	
0.60836	-0.00350986	
0.709753	-5.81432e-06	
0.811146	0.000933631	
0.91254	0.000790607	
1.01393	-0.000674125	
1.11533	-0.00523225	
1.21672	-0.00274246	
1.31811	0.00372883	
1.41951	0.00883601	
1.5209	0.0217169	
1.62229	-0.0233	
1.72369	-0.0570623	
1.82508	0.021518	
1.92647	0.103613	
2.02787	0.0720665	
2.12926	-0.0997782	
2.23065	-0.18925	
2.33205	-0.0892352	
2.43344	0.139492	
2.53483	0.158493	
2.63623	0.016014	
2.73762	-0.0299914	
2.83901	0.0752615	
2.94041	-0.0153077	
3.0418	-0.142699	
3.14319	-0.100936	
3.24459	0.0453357	
3.34598	-0.00972513	
3.44737	-0.0048317	
3.54877	0.0658559	
3.65016	0.0797857	
3.75155	0.0207821	
3.85295	0.0313595	
3.95434	-0.0500432	
4.05573	-0.109842	
4.15713	-0.0718378	
4.25852	-0.0067672	
4.35991	0.0483871	
4.4613	0.0449366	
4.5627	-0.00445965	
4.66409	0.0793618	
4.76548	0.113589	
4.86688	-0.0584516	
4.96827	-0.149598	
5.06966	-0.0738546	
5.17106	0.0584463	
5.27245	0.0354791	
5.37384	-0.0283081	
5.47524	0.000900777	
5.57663	0.0192018	
5.67802	-0.0316606	
5.77942	-0.0169486	
5.88081	0.00952727	
5.9822	0.0412179	
6.0836	0.0511042	
6.18499	0.00647546	
6.28638	-0.0768949	
6.38778	-0.0268258	
6.48917	0.0485951	
6.59056	0.0390936	
6.69196	-0.0360336	
6.79335	-0.0173537	
6.89474	-0.0235317	
6.99614	-0.00758507	
7.09753	0.0296401	
7.19892	0.0350384	
7.30032	-0.00489186	
7.40171	-0.0293954	
7.5031	-0.0121927	
7.6045	0.0172433	
7.70589	-0.0100861	
7.80728	0.00335215	
7.90868	-0.000307544	
8.01007	-0.0191064	
8.11146	0.0289005	
8.21286	0.0553705	
8.31425	-0.0139349	
8.41564	-0.0350348	
8.51704	-0.0298137	
8.61843	-0.0427167	
8.71982	-0.0130674	
8.82122	0.0797736	
8.92261	0.0472486	
9.024	-0.0561385	
9.1254	-0.0216839	
9.22679	0.0421835	
9.32818	0.0410244	
9.42958	-0.0468221	
9.53097	-0.0938362	
9.63236	0.0421649	
9.73376	0.0544328	
9.83515	-0.01774	
9.93654	0.0452465	
