0	0	
0.101393	-8.85938e-09	
0.202787	-7.7395e-07	
0.30418	-4.6474e-06	
0.405573	-2.19135e-05	
0.506966	-5.83835e-07	
0.60836	2.23851e-05	
0.709753	1.27867e-05	
0.811146	8.03041e-07	
0.91254	-6.39517e-06	
1.01393	-4.54565e-06	
1.11533	2.821e-05	
1.21672	4.75167e-05	
1.31811	-5.5192e-06	
1.41951	-3.31142e-05	
1.5209	-0.000156248	
1.62229	1.83934e-05	
1.72369	0.000390527	
1.82508	0.000112226	
1.92647	-0.000461086	
2.02787	-0.000886967	
2.12926	-8.96572e-06	
2.23065	0.00114065	
2.33205	0.00126484	
2.43344	0.000100145	
2.53483	-0.00256836	
2.63623	-0.00324415	
2.73762	-0.00229094	
2.83901	-0.00288372	
2.94041	-0.00232045	
3.0418	-0.000669873	
3.14319	-4.6286e-05	
3.24459	-0.000908983	
3.34598	-0.000483327	
3.44737	-0.000558944	
3.54877	-0.00132799	
3.65016	-0.00163512	
3.75155	-0.00182931	
3.85295	-0.0022685	
3.95434	-0.00152591	
4.05573	-0.000255616	
4.15713	-6.90693e-05	
4.25852	-0.000411544	
4.35991	-0.00114211	
4.4613	-0.00166005	
4.5627	-0.00146412	
4.66409	-0.0016347	
4.76548	-0.00254886	
4.86688	-0.00238577	
4.96827	-0.000732693	
5.06966	-0.00036467	
5.17106	-0.000644213	
5.27245	-0.00137772	
5.37384	-0.0018125	
5.47524	-0.00172643	
5.57663	-0.0014204	
5.67802	-0.000985326	
5.77942	-0.000783995	
5.88081	-0.00100046	
5.9822	-0.00122576	
6.0836	-0.00169614	
6.18499	-0.00183049	
6.28638	-0.00101008	
6.38778	-0.00110947	
6.48917	-0.00151597	
6.59056	-0.00143242	
6.69196	-0.0008619	
6.79335	-0.000988962	
6.89474	-0.00101572	
6.99614	-0.00103838	
7.09753	-0.00130439	
7.19892	-0.00124501	
7.30032	-0.00105485	
7.40171	-0.00106773	
7.5031	-0.000988017	
7.6045	-0.00117024	
7.70589	-0.00100057	
7.80728	-0.000966833	
7.90868	-0.00100272	
8.01007	-0.0010579	
8.11146	-0.00123549	
8.21286	-0.00170012	
8.31425	-0.00132669	
8.41564	-0.00108421	
8.51704	-0.000991574	
8.61843	-0.000814144	
8.71982	-0.000839293	
8.82122	-0.00161359	
8.92261	-0.00214417	
9.024	-0.0014914	
9.1254	-0.00121658	
9.22679	-0.00133182	
9.32818	-0.0014624	
9.42958	-0.00148655	
9.53097	-0.00100938	
9.63236	-0.001242	
9.73376	-0.00177188	
9.83515	-0.00128374	
9.93654	-0.00151112	
