0	0	
0.101393	-9.30546e-08	
0.202787	-4.47935e-06	
0.30418	-1.21533e-05	
0.405573	9.82532e-06	
0.506966	1.78745e-05	
0.60836	-3.49562e-06	
0.709753	-1.45602e-05	
0.811146	1.15015e-05	
0.91254	5.85402e-06	
1.01393	7.88287e-07	
1.11533	9.77938e-06	
1.21672	-8.6284e-06	
1.31811	-4.60133e-06	
1.41951	-6.76674e-05	
1.5209	-1.28466e-05	
1.62229	0.000180508	
1.72369	6.45635e-05	
1.82508	-0.000343248	
1.92647	-0.000281074	
2.02787	0.000456547	
2.12926	0.000460018	
2.23065	4.3851e-05	
2.33205	-0.000233702	
2.43344	-0.000548285	
2.53483	-4.71549e-05	
2.63623	0.000634098	
2.73762	-0.00049402	
2.83901	-0.0016158	
2.94041	0.000235752	
3.0418	0.000200262	
3.14319	-0.000988006	
3.24459	-0.000996543	
3.34598	0.000339892	
3.44737	-0.000928988	
3.54877	-0.00132907	
3.65016	-0.00118085	
3.75155	-0.0008275	
3.85295	-0.00115418	
3.95434	-0.000157463	
4.05573	-3.66567e-05	
4.15713	-0.000352373	
4.25852	-0.000646141	
4.35991	-0.000458279	
4.4613	-0.000847507	
4.5627	-0.000895388	
4.66409	-0.001491	
4.76548	-0.000785655	
4.86688	0.000461727	
4.96827	-4.72443e-05	
5.06966	-0.001111	
5.17106	-0.000842681	
5.27245	0.000453247	
5.37384	-0.000447907	
5.47524	-0.00139447	
5.57663	-0.00111651	
5.67802	0.000152422	
5.77942	-0.000687365	
5.88081	-0.00061136	
5.9822	-0.000812149	
6.0836	-0.000429365	
6.18499	-0.000332312	
6.28638	0.000375149	
6.38778	-0.000922602	
6.48917	-0.00120439	
6.59056	-0.000833548	
6.69196	2.41639e-05	
6.79335	-0.000470134	
6.89474	6.98394e-07	
6.99614	-0.00043397	
7.09753	-0.000545661	
7.19892	-0.000569395	
7.30032	-0.000108844	
7.40171	-0.000330853	
7.5031	-0.000359666	
7.6045	-0.000516623	
7.70589	-0.000348213	
7.80728	-0.000448296	
7.90868	0.000104638	
8.01007	-0.000488551	
8.11146	-0.000813257	
8.21286	-0.000805894	
8.31425	-1.90288e-05	
8.41564	-0.000399319	
8.51704	-0.000345789	
8.61843	-6.10749e-05	
8.71982	-0.000462099	
8.82122	-0.00124787	
8.92261	-0.000233127	
9.024	-0.000236576	
9.1254	-0.00121329	
9.22679	-0.000900888	
9.32818	0.000312238	
9.42958	-0.000140356	
9.53097	-0.000922785	
9.63236	-0.00116218	
9.73376	-0.000386291	
9.83515	-0.000782902	
9.93654	-0.00112959	
