0	0	0	0	
0.101393	8.21924e-09	8.18343e-09	8.18045e-09	
0.202787	-2.81425e-07	-3.83746e-07	-3.85395e-07	
0.30418	-9.53454e-06	-7.43777e-06	-7.34589e-06	
0.405573	-4.87026e-05	-6.39928e-05	-6.39923e-05	
0.506966	-2.52238e-05	-6.98753e-05	-8.36652e-05	
0.60836	-1.9657e-05	-5.58502e-05	-9.17959e-05	
0.709753	-1.27022e-05	-2.37548e-05	-5.03438e-05	
0.811146	7.96226e-06	1.067e-05	2.33688e-05	
0.91254	2.14668e-05	4.74461e-05	7.91627e-05	
1.01393	2.88795e-05	7.38791e-05	9.54652e-05	
1.11533	0.000118042	0.000158789	0.000171169	
1.21672	0.000161757	0.000236491	0.000256369	
1.31811	0.000121882	0.000237679	0.000293275	
1.41951	0.000158929	0.000285481	0.000374001	
1.5209	-0.000346571	-0.000278213	-0.00020166	
1.62229	-1.07872e-05	-0.000216781	-0.000243488	
1.72369	0.000570501	0.000426871	0.0002149	
1.82508	0.000161247	0.000468269	0.000352795	
1.92647	-0.000386245	-3.44821e-05	0.000313461	
2.02787	-0.00157466	-0.00196112	-0.00153767	
2.12926	-0.000890278	-0.00218321	-0.00267086	
2.23065	0.000161127	-0.000969419	-0.00242365	
2.33205	0.00167886	0.00169089	0.000816121	
2.43344	0.00219824	0.00394125	0.00499327	
2.53483	-0.00232054	0.000154644	0.0026383	
2.63623	0.000327489	0.000526651	0.00210373	
2.73762	0.00151157	0.000802106	-0.000580947	
2.83901	8.54903e-05	-0.000677347	-0.00304784	
2.94041	-0.00266235	-0.00434777	-0.00471611	
3.0418	-0.000897889	-0.00265697	-0.00198513	
3.14319	-0.00126554	-0.000811385	-0.00128154	
3.24459	-0.000274392	0.000264666	-0.000256699	
3.34598	0.00154008	0.00106721	0.00154065	
3.44737	0.00287149	0.00378587	0.00425724	
3.54877	0.00109004	0.00396763	0.00458328	
3.65016	0.000710423	0.00255121	0.00429954	
3.75155	0.000586581	0.000526094	0.00187348	
3.85295	-0.000619079	-0.00149106	-0.0024991	
3.95434	-0.00129368	-0.00291033	-0.00514361	
4.05573	-0.00066946	-0.00272024	-0.00393861	
4.15713	-0.00163787	-0.00243407	-0.00233546	
4.25852	-0.000629359	-0.000119711	0.000458885	
4.35991	-0.000364605	0.000396292	0.000884123	
4.4613	0.0012096	0.00132168	0.00148258	
4.5627	0.00211522	0.0024846	0.00226373	
4.66409	0.000390454	0.00173967	0.00188972	
4.76548	-0.00216925	-0.00158727	-0.000462844	
4.86688	-0.0014118	-0.00319121	-0.00267667	
4.96827	0.0012239	-0.000716425	-0.00271698	
5.06966	8.8308e-05	-0.00013812	-0.00257797	
5.17106	-0.000593267	-0.000224625	0.000360592	
5.27245	-0.00123286	-0.000843814	0.00173384	
5.37384	0.000646777	0.0012789	0.00208698	
5.47524	0.000650731	0.00121792	-0.000227957	
5.57663	0.00185544	0.00141152	0.000446613	
5.67802	0.000751876	0.000515474	0.00113795	
5.77942	0.000754629	0.00210044	0.0031591	
5.88081	-0.000124958	0.0017527	0.00261592	
5.9822	0.00161204	0.00212739	0.00274507	
6.0836	0.00036932	0.000151497	2.54316e-05	
6.18499	-0.000227972	-0.000640391	-0.00136802	
6.28638	-0.00101447	-0.00173396	-0.00223261	
6.38778	-0.0012567	-0.00224205	-0.00235487	
6.48917	-0.00216765	-0.00313525	-0.0034519	
6.59056	-0.00128967	-0.00240856	-0.00317426	
6.69196	-0.000745013	-0.00176444	-0.0026005	
6.79335	-0.000241663	-0.000717115	-0.00108448	
6.89474	-0.000182265	1.51676e-06	0.00027812	
6.99614	0.000653632	0.00128955	0.00186346	
7.09753	0.000962393	0.00186035	0.00232431	
7.19892	0.00163246	0.00258381	0.00291992	
7.30032	0.0011125	0.00205525	0.00248811	
7.40171	0.00132138	0.00200973	0.00255471	
7.5031	0.000453567	0.00110208	0.00146323	
7.6045	0.000228417	0.000536155	0.000648598	
7.70589	9.12743e-05	-9.52527e-05	-0.000174002	
7.80728	-5.13113e-05	-0.000353174	-0.000609883	
7.90868	-0.000942294	-0.00125948	-0.00150369	
8.01007	-0.000478209	-0.00110383	-0.00124886	
8.11146	-0.00112497	-0.00166361	-0.00194239	
8.21286	-0.00169091	-0.0024527	-0.00285742	
8.31425	-0.00103881	-0.00232798	-0.00285811	
8.41564	-0.000496895	-0.00154543	-0.00230361	
8.51704	-0.000516268	-0.000777982	-0.00131233	
8.61843	0.000486512	0.000702776	0.000964499	
8.71982	0.00125025	0.00217665	0.00294993	
8.82122	0.000946145	0.00256325	0.00336603	
8.92261	0.00037879	0.0013512	0.00209477	
9.024	0.00183018	0.00176236	0.00198364	
9.1254	0.00113767	0.00158161	0.00108603	
9.22679	0.000872954	0.00169035	0.00164927	
9.32818	-0.000924733	-0.000513197	0.000451015	
9.42958	-0.000625533	-0.000915614	-0.000267917	
9.53097	0.000906735	0.000579966	-0.000195839	
9.63236	-0.000117221	-0.000137998	-0.00119375	
9.73376	-0.00196501	-0.00267139	-0.00250535	
9.83515	-0.000367573	-0.001543	-0.00112764	
9.93654	-0.00110042	-0.00134542	-0.00205661	
